ID,Manufacturer,Model,Category,Mileage,Gear box type,Doors,Wheel,Color,Interior color,VIN,Leather interior,Price,Customs
45465200,TOYOTA,CHR,Jeep,74146 km,Automatic,4/5,Left wheel,White,Black,NMTKHMBX7JR022061,1,175,1079
45770957,HONDA,Insight,Hatchback,209379 km,Automatic,4/5,Left wheel,Silver,,JHMZE2H53AS022762,1,Price negotiable,574
45776432,TOYOTA,Prius C,Hatchback,182000 km,Variator,4/5,Left wheel,White,Grey,,0,4900,503
45774550,SUBARU,Crosstrek,Jeep,38098 km,Automatic,4/5,Left wheel,Grey,Black,JF2GTANC3K8267332,1,Price negotiable,1077
44348840,FIAT,500L,Jeep,105445 km,Tiptronic,4/5,Left wheel,Black,Black,,0,5600,
45614714,TOYOTA,Prius,Sedan,377771 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU0A1148802,1,Price negotiable,761
45730385,VOLKSWAGEN,Jetta,Sedan,1000 km,Automatic,4/5,Left wheel,Beige,White,,1,Price negotiable,697
45465142,TOYOTA,CHR,Jeep,38712 km,Automatic,4/5,Left wheel,White,,NMTKHMBX9JR016942,1,3100,1079
45770953,TOYOTA,Prius,Jeep,217715 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU7C1499967,1,Price negotiable,586
45774533,SUBARU,Crosstrek,Jeep,16501 km,Automatic,4/5,Left wheel,Blue,Grey,JF2GTAMCXKH207811,1,Price negotiable,1077
45788521,JEEP,Grand Cherokee,Jeep,208000 km,Tiptronic,4/5,Left wheel,Black,Grey,,1,5800,
45776620,HYUNDAI,Sonata,Sedan,106422 km,Tiptronic,4/5,Left wheel,White,Black,,1,1,
45614704,TOYOTA,Prius,Sedan,74838 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU7D1701272,1,1100,585
45730378,TOYOTA,Prius,Hatchback,130000 km,Automatic,4/5,Left wheel,Grey,Grey,,0,3200,994
45770945,TOYOTA,Prius,Coupe,118856 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU1E0380448,1,Price negotiable,308
45465079,TOYOTA,CHR,Jeep,80858 km,Automatic,4/5,Left wheel,Black,,JTNKHMBX9J1008818,1,Price negotiable,1079
45720361,CHRYSLER,300 LIMITED,Sedan,130000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,7200,
45775335,VOLKSWAGEN,Jetta SE,Sedan,51000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,5069,697
45614698,TOYOTA,Prius,Hatchback,0 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U393474036,1,Price negotiable,746
45617394,HYUNDAI,Sonata,Sedan,97600 km,Automatic,4/5,Left wheel,Blue,Grey,,0,5900,900
45770940,HONDA,Insight,Hatchback,231368 km,Automatic,4/5,Left wheel,Blue,,JHMZE2H59AS022703,1,Price negotiable,574
45465018,TOYOTA,CHR,Jeep,18754 km,Automatic,4/5,Left wheel,Red,,JTNKHMBX2J1008143,1,8800,1079
45402342,NISSAN,Leaf,Hatchback,30200 km,Automatic,4/5,Left wheel,Silver,Black,,1,9800,
45742723,MERCEDES-BENZ,C 180,Sedan,220000 km,Manual,4/5,Left wheel,Silver,Black,,0,1549,
45614689,TOYOTA,Prius,Hatchback,532243 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U187809463,1,Price negotiable,843
45730338,HYUNDAI,Elantra,Sedan,107818 km,Automatic,4/5,Left wheel,Black,Black,,1,7879,583
45770936,TOYOTA,Prius,Jeep,158136 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU2A1227775,1,Price negotiable,761
45464974,TOYOTA,CHR,Jeep,19968 km,Automatic,4/5,Left wheel,White,,JTNKHMBX0K1019093,1,5700,1077
45522743,BMW,X5,Jeep,129000 km,Tiptronic,4/5,Left wheel,White,Black,5UXKR0C51E0K46342,1,27500,915
45614676,TOYOTA,Prius,Hatchback,151923 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU3E1767206,1,1400,308
45788494,TOYOTA,Camry,Sedan,176000 km,Tiptronic,4/5,Left wheel,Grey,Grey,4T1BF1FK3DU643068,0,4425,779
45730327,FORD,Transit,Goods wagon,30000 km,Manual,4/5,Left wheel,White,Black,,0,3300,
45779800,FORD,Explorer,Jeep,110541 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,1493
45651680,HYUNDAI,Sonata,Sedan,212259 km,Automatic,4/5,Left wheel,,,KMHEC4A41DA087361,1,1500,751
45770931,HONDA,Insight,Hatchback,288285 km,Automatic,4/5,Left wheel,Black,,JHMZE2H77AS003990,1,Price negotiable,574
45648379,TOYOTA,Aqua,Hatchback,0 km,Variator,4/5,Right-hand drive,Red,Black,,0,3000,1267
45788500,JAGUAR,F-pace,Jeep,40000 km,Automatic,4/5,Right-hand drive,Carnelian red,Black,,1,37500,
44236719,BMW,530,Sedan,12000 km,Automatic,4/5,Left wheel,Black,Black,,1,32000,1079
45614664,TOYOTA,Prius,Hatchback,0 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U487725542,1,Price negotiable,843
45779793,FORD,Explorer,Jeep,170675 km,Automatic,4/5,Left wheel,Grey,Black,,1,Price negotiable,1273
45651669,HYUNDAI,Sonata,Sedan,247835 km,Automatic,4/5,Left wheel,Black,,KMHEC4A42EA108686,1,600,382
45770926,HONDA,Insight,Hatchback,0 km,Automatic,4/5,Left wheel,Silver,,JHMZE2H77CS005239,1,30,448
45614649,TOYOTA,Prius,Hatchback,202069 km,Automatic,4/5,Left wheel,White,Black,JTDKARFU0G3517571,1,Price negotiable,397
45730298,HYUNDAI,Elantra,Sedan,78161 km,Automatic,4/5,Left wheel,Silver,Black,,1,8067,629
44976711,HYUNDAI,Santa FE,Jeep,66714 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,7000,
44880652,TOYOTA,Camry,Sedan,45000 km,Tiptronic,4/5,Left wheel,Black,Grey,,1,21000,609
45779777,FORD,Explorer,Jeep,84077 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,1493
45648255,HYUNDAI,Sonata,Sedan,111894 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A40FA130381,1,Price negotiable,441
45770920,TOYOTA,Prius,Jeep,205504 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU8D5602789,1,Price negotiable,585
45788486,BMW,530,Sedan,300000 km,Tiptronic,4/5,Left wheel,Black,Beige,,1,6700,1888
45730278,HYUNDAI,Elantra,Sedan,75877 km,Automatic,4/5,Left wheel,Silver,Black,,1,8160,528
45650075,MAZDA,Mazda 6,Sedan,99000 km,Automatic,4/5,Right-hand drive,Grey,Black,,0,4100,1820
45786785,JEEP,Liberty,Jeep,273802 km,Automatic,4/5,Left wheel,Carnelian red,Beige,,0,4800,
45779733,FORD,Explorer,Jeep,61472 km,Automatic,4/5,Left wheel,Red,Black,,1,Price negotiable,1714
45648231,HYUNDAI,Sonata,Sedan,163509 km,Automatic,4/5,Left wheel,Black,,KMHEC4A44DA097656,1,Price negotiable,751
45770915,MERCEDES-BENZ,E 350,Sedan,128202 km,Automatic,4/5,Left wheel,Black,,WDDHF5KB2CA642284,1,1550,1058
45788479,NISSAN,X-Trail,Jeep,153000 km,Automatic,4/5,Right-hand drive,Grey,Black,,1,3600,
45700457,KIA,Picanto,Sedan,78000 km,Manual,4/5,Left wheel,Silver,Black,,0,4100,
45730255,FORD,Transit,Minivan,247000 km,Manual,4/5,Left wheel,Black,Grey,,0,6000,
45650016,FORD,Fusion,Sedan,194974 km,Automatic,4/5,Left wheel,Black,,3FA6P0LU6GR247494,1,2800,431
45779723,FORD,Explorer,Jeep,0 km,Automatic,4/5,Left wheel,Grey,Black,,1,Price negotiable,1823
45770910,TOYOTA,Prius,Jeep,0 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U883411089,1,Price negotiable,843
45648210,HYUNDAI,Sonata,Sedan,117490 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A40CA043639,1,Price negotiable,753
45730211,MAZDA,Demio,Hatchback,197568 km,Manual,4/5,Left wheel,Red,Grey,,0,1594,
45787124,MERCEDES-BENZ,E 220,Sedan,268000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,3500,
45650006,FORD,Fusion,Sedan,350456 km,Automatic,4/5,Left wheel,Black,,3FA6P0UU1ER307550,1,Price negotiable,333
45813163,HONDA,Insight,Hatchback,321269 km,Automatic,4/5,Left wheel,Red,Black,,1,150,448
45770906,TOYOTA,Prius,Jeep,251992 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U187765707,1,Price negotiable,843
45648195,HYUNDAI,Sonata,Sedan,93816 km,Automatic,4/5,Left wheel,Black,,KMHEC4A45CA020390,1,90,753
45280408,TOYOTA,Camry,Sedan,145600 km,Automatic,4/5,Left wheel,Silver,Beige,,1,9000,
45788463,BMW,328 i,Sedan,94000 km,Tiptronic,4/5,Left wheel,Sky blue,Black,,1,6800,1211
45649984,FORD,Fusion,Sedan,339920 km,Automatic,4/5,Left wheel,White,,3FA6P0LU7DR197040,1,Price negotiable,640
45779006,BMW,535,Sedan,113219 km,Automatic,4/5,Left wheel,,,WBAFU7C54BC781618,1,Price negotiable,1018
45813161,LEXUS,CT 200h,Hatchback,95590 km,Automatic,4/5,Left wheel,White,Black,,1,1550,645
45648179,HYUNDAI,Sonata,Sedan,181669 km,Automatic,4/5,Left wheel,Black,,KMHEC4A49CA037130,1,Price negotiable,753
45770902,MERCEDES-BENZ,E 350,Coupe,170429 km,Automatic,2/3,Left wheel,Silver,,WDDKJ5GB6BF072787,1,5100,1172
45788451,BMW,318,Sedan,0 km,Manual,4/5,Left wheel,Black,Black,,0,2000,
45383095,MERCEDES-BENZ,GLK 300,Jeep,180000 km,Tiptronic,4/5,Left wheel,White,Black,,1,8300,
45778987,BMW,535,Sedan,213010 km,Automatic,4/5,Left wheel,White,,WBAFR7C54BC603807,1,Price negotiable,1018
45649919,TOYOTA,RAV 4,Jeep,36000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,13500,518
45770897,MERCEDES-BENZ,C 300,Sedan,71000 km,Automatic,4/5,Left wheel,White,Black,,0,Price negotiable,1211
45813156,FORD,Escape,Jeep,239395 km,Automatic,4/5,Left wheel,White,Black,,1,200,781
45416629,HONDA,Civic,Hatchback,157000 km,Variator,4/5,Right-hand drive,Carnelian red,Grey,,0,2200,
45729946,SUZUKI,Carry,Pickup,0 km,Manual,2/3,Right-hand drive,White,Black,,0,2200,3579
45648162,HYUNDAI,Sonata,Sedan,226814 km,Automatic,4/5,Left wheel,Black,,KMHEC4A48CA033165,1,90,753
45778978,BMW,535,Sedan,168027 km,Automatic,4/5,Left wheel,Grey,White,WBASN2C57CC202329,1,Price negotiable,919
45613719,TOYOTA,Prius,Sedan,118406 km,Automatic,4/5,Left wheel,Silver,Black,JTDKN3DU5B1409312,1,15,645
45788443,HONDA,FIT,Hatchback,97000 km,Variator,4/5,Right-hand drive,Green,Beige,,0,4300,
45729861,HONDA,Cr-v 4x4,Jeep,220000 km,Manual,4/5,Left wheel,White,Black,,0,2800,
45770892,MERCEDES-BENZ,E 350,Sedan,223472 km,Automatic,4/5,Left wheel,Black,,WDDHF8HB5BA454527,1,Price negotiable,1172
45695499,BMW,X5,Jeep,155200 km,Tiptronic,4/5,Left wheel,Black,Black,5UXZV4C58BL415624,1,11500,1018
45648146,HYUNDAI,Sonata,Sedan,298554 km,Automatic,4/5,Left wheel,Black,,KMHEC4A49EA111245,1,Price negotiable,382
45788433,TOYOTA,Prius,Hatchback,212800 km,Variator,4/5,Left wheel,Silver,Grey,,0,6350,
45613707,TOYOTA,Prius,Sedan,437430 km,Automatic,4/5,Left wheel,,Black,JTDKN3DUXA0175575,1,Price negotiable,761
45729764,HYUNDAI,Sonata,Sedan,96000 km,Tiptronic,4/5,Left wheel,Black,White,,1,5200,900
45770888,TOYOTA,Prius,Sedan,47672 km,Automatic,4/5,Left wheel,White,Black,JTDKARFU3H3035694,1,600,442
45775768,TOYOTA,Camry,Sedan,48000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,6950,1249
45648119,HYUNDAI,Sonata,Sedan,0 km,Automatic,4/5,Left wheel,White,,KMHEC4A40DA077629,1,175,751
45758688,OPEL,Vectra,Sedan,11111 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,Price negotiable,
45770880,TOYOTA,Prius,Sedan,361445 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU5D5580539,1,Price negotiable,585
45613699,TOYOTA,Prius,Hatchback,256966 km,Automatic,4/5,Left wheel,Blue,Black,JTDKN3DUXA0012974,1,200,761
45420383,FORD,Mustang,Coupe,90000 km,Tiptronic,2/3,Left wheel,Red,Black,,1,13000,
45652895,HYUNDAI,Sonata,Sedan,93816 km,Automatic,4/5,Left wheel,Black,,KMHEC4A45CA020390,1,90,753
45813142,HYUNDAI,Elantra,Sedan,166301 km,Automatic,4/5,Left wheel,Blue,,5NPDH4AE9GH682630,1,Price negotiable,810
45788426,HONDA,Civic,Sedan,116000 km,Variator,4/5,Left wheel,Blue,Beige,,1,3000,
41487126,MERCEDES-BENZ,G 400,Jeep,262000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,27000,
45770871,MERCEDES-BENZ,E 350,Sedan,107800 km,Automatic,4/5,Left wheel,Grey,,WDDHF5KB8DA732315,1,1850,1055
45613690,TOYOTA,Prius,Hatchback,283130 km,Automatic,4/5,Left wheel,Black,Black,JTDKB20U183389534,1,Price negotiable,843
45813136,HYUNDAI,Accent,Sedan,48834 km,Automatic,4/5,Left wheel,White,,KMHCT4AE4HU348261,1,70,831
45652885,HYUNDAI,Sonata,Sedan,120814 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A4XFA124894,1,Price negotiable,441
45622511,MITSUBISHI,Outlander,Jeep,14000 km,Automatic,4/5,Left wheel,Blue,Black,,0,10200,1079
45729619,HONDA,Airwave,Hatchback,2970 km,Automatic,4/5,Right-hand drive,Silver,Black,,0,2600,
45770865,MERCEDES-BENZ,E 350,Sedan,291446 km,Automatic,4/5,Left wheel,Black,,WDBUF87X18B220425,1,Price negotiable,1850
45643936,MERCEDES-BENZ,Vito,Minivan,188000 km,Automatic,4/5,Left wheel,Blue,Black,,1,Price negotiable,769
45613680,TOYOTA,Prius,Hatchback,286152 km,Automatic,4/5,Left wheel,Blue,Black,JTDKN3DU6B0269485,1,Price negotiable,645
45652867,HYUNDAI,Sonata,Sedan,0 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A4XBA006905,1,125,831
45788415,BMW,535,Sedan,121000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,10500,
45729556,OPEL,Combo,Goods wagon,88756 km,Manual,4/5,Left wheel,White,Black,,0,3500,
45613661,TOYOTA,Prius,Hatchback,396350 km,Automatic,4/5,Left wheel,Black,Black,JTDKN3DU4A0033593,1,2050,761
45770860,MAZDA,Mazda 6,Sedan,193600 km,Tiptronic,4/5,Left wheel,Red,Black,,1,7200,
45652848,HYUNDAI,Sonata,Sedan,259934 km,Automatic,4/5,Left wheel,Red,,KMHEC4A42CA028897,1,1300,753
45813119,CHEVROLET,Volt,Hatchback,132797 km,Automatic,4/5,Left wheel,Silver,Beige,1G1RB6E47CU110114,1,Price negotiable,475
45729471,MAZDA,CX-7,Jeep,110000 km,Tiptronic,4/5,Left wheel,Red,White,,1,Price negotiable,
45760047,TOYOTA,Prius,Hatchback,151230 km,Variator,4/5,Left wheel,Silver,Grey,JTDKB20U587725047,0,2500,843
45613649,TOYOTA,Prius,Hatchback,205251 km,Automatic,4/5,Left wheel,Grey,Black,JTDKN3DU8A0196232,1,100,761
45770850,HYUNDAI,Elantra,Sedan,138838 km,Automatic,4/5,Left wheel,Silver,White,5NPDH4AE5EH477691,0,5500,584
45652829,HYUNDAI,Sonata,Sedan,247835 km,Automatic,4/5,Left wheel,Black,Black,KMHEC4A42EA108686,1,600,382
45729422,JEEP,Wrangler,Jeep,244800 km,Manual,4/5,Left wheel,Green,Grey,,0,9000,
45813112,CHEVROLET,Volt,Hatchback,273893 km,Automatic,4/5,Left wheel,Red,Beige,1G1RB6E45CU104117,1,Price negotiable,475
45423334,TOYOTA,Camry SPORT,Sedan,102300 km,Tiptronic,4/5,Left wheel,Grey,Black,,1,5800,777
45770843,MERCEDES-BENZ,E 350,Sedan,35000 km,Automatic,4/5,Left wheel,Silver,Black,,1,Price negotiable,1172
45613633,TOYOTA,Prius,Hatchback,338469 km,Automatic,4/5,Left wheel,Grey,Black,JTDKN3DU9A5179667,1,Price negotiable,761
45651773,HYUNDAI,Sonata,Sedan,111894 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A40FA130381,1,Price negotiable,441
45729389,TOYOTA,Camry,Sedan,178000 km,Tiptronic,4/5,Left wheel,Beige,Beige,,1,5300,1141
45813106,CHEVROLET,Volt,Hatchback,94958 km,Automatic,4/5,Left wheel,Red,Beige,1G1RA6E48FU136048,1,Price negotiable,294
45273740,FORD,Fiesta,Hatchback,88000 km,Automatic,4/5,Left wheel,Purple,Black,,0,4200,
45770838,MERCEDES-BENZ,Smart,Cabriolet,22000 km,Tiptronic,2/3,Left wheel,Black,Grey,,0,2000,722
45613521,TOYOTA,Prius,Sedan,291250 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU9B0253622,1,Price negotiable,645
45729355,VOLKSWAGEN,Golf,Hatchback,155000 km,Manual,4/5,Left wheel,White,Black,,0,1600,
45813100,PEUGEOT,307 sw,Universal,71000 km,Tiptronic,4/5,Right-hand drive,Black,Black,,1,1500,
45651755,HYUNDAI,Sonata,Sedan,196563 km,Automatic,4/5,Left wheel,Black,,KMHEC4A45FA124141,1,Price negotiable,441
45770833,TOYOTA,Prius,Hatchback,147200 km,Automatic,4/5,Left wheel,Black,Beige,,0,5200,87
43390500,MITSUBISHI,Delica,Minivan,184000 km,Automatic,4/5,Right-hand drive,White,Black,PD6W-1002803,1,6500,
45613510,TOYOTA,Prius,Sedan,197750 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU5A5199429,1,Price negotiable,761
42080776,MASERATI,Quattroporte,Sedan,54000 km,Tiptronic,4/5,Left wheel,White,Brown,,1,130,
45651744,HYUNDAI,Sonata,Sedan,0 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A41BA004749,1,Price negotiable,831
45729339,BMW,X5,Jeep,217845 km,Tiptronic,4/5,Left wheel,Blue,Beige,,1,4145,
45788396,FORD,Transit,Microbus,0 km,Manual,4/5,Left wheel,Red,Black,,0,3100,
45770827,TOYOTA,Prius,Hatchback,135797 km,Automatic,4/5,Left wheel,Red,Beige,,0,5200,761
45800561,TOYOTA,Prius,Hatchback,107000 km,Automatic,4/5,Left wheel,Blue,Black,,1,7500,
45613495,TOYOTA,Prius,Sedan,74838 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU7D1701272,1,1100,585
45434483,NISSAN,Leaf,Hatchback,75000 km,Automatic,4/5,Left wheel,Red,Black,,0,Price negotiable,
45813095,VOLKSWAGEN,Jetta,Sedan,83926 km,Automatic,4/5,Left wheel,White,,3VWD17AJ2GM250620,1,300,810
45651728,HYUNDAI,Sonata,Sedan,185085 km,Automatic,4/5,Left wheel,White,,KMHEC4A45CA041997,1,Price negotiable,753
45342855,NISSAN,Teana,Sedan,110000 km,Variator,4/5,Right-hand drive,White,Beige,,0,3600,
45788386,AUDI,Q7,Jeep,122302 km,Automatic,4/5,Left wheel,Blue,Black,WA1LGAFE6FD019066,1,Price negotiable,1273
45613485,TOYOTA,Prius,Hatchback,373634 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU3C5419900,1,150,586
45682150,FORD,Fusion SE,Sedan,167000 km,Automatic,4/5,Left wheel,Silver,Black,3FA6P0H79ER262698,0,6058,
45813089,HYUNDAI,Tucson,Jeep,45498 km,Automatic,4/5,Left wheel,Grey,,KM8J3CA48HU404226,1,Price negotiable,1017
45651713,HYUNDAI,Sonata,Sedan,181669 km,Automatic,4/5,Left wheel,Black,,KMHEC4A49CA037130,1,Price negotiable,753
45788382,AUDI,Q7,Jeep,49392 km,Automatic,4/5,Left wheel,Grey,Black,WA1VGCFEXFD014232,1,Price negotiable,87
45770806,BMW,550,Sedan,55000 km,Tiptronic,4/5,Left wheel,Black,Black,WBAFR9C53DD226721,1,14000,
45613473,TOYOTA,Prius,Hatchback,210533 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU6D5676373,1,Price negotiable,585
45729146,FORD,C-MAX,Hatchback,140382 km,Variator,4/5,Left wheel,Silver,Black,,1,4388,640
45651703,HYUNDAI,Sonata,Sedan,226814 km,Automatic,4/5,Left wheel,Black,,KMHEC4A48CA033165,1,90,753
45813082,HYUNDAI,Veloster,Hatchback,55000 km,Tiptronic,4/5,Left wheel,Black,Red,,1,5700,583
45788377,AUDI,Q7,Jeep,226267 km,Automatic,4/5,Left wheel,Silver,Black,WA1CGAFE8FD028285,1,Price negotiable,87
45613460,TOYOTA,Prius,Hatchback,197328 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU0B0280448,1,60,645
37904919,LEXUS,GX 460,Jeep,170000 km,Tiptronic,4/5,Left wheel,Black,White,,1,32,
45729052,NISSAN,Juke,Jeep,151000 km,Automatic,4/5,Left wheel,Red,Black,,1,Price negotiable,583
45789199,HYUNDAI,Sonata,Sedan,184000 km,Tiptronic,4/5,Left wheel,Silver,Grey,,1,6100,
45651687,HYUNDAI,Sonata,Sedan,298554 km,Automatic,4/5,Left wheel,Black,,KMHEC4A49EA111245,1,Price negotiable,382
45377219,BMW,X5,Jeep,260000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,13500,
45613444,TOYOTA,Prius,Hatchback,105328 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU2D5619233,1,225,585
36684373,LEXUS,HS 250h,Sedan,85000 km,Automatic,4/5,Left wheel,White,Black,,1,29,
45540039,HYUNDAI,H1,Minivan,150000 km,Automatic,>5,Left wheel,Silver,Grey,,1,7000,
45656224,HYUNDAI,Sonata,Sedan,0 km,Automatic,4/5,Left wheel,White,,KMHEC4A40DA077629,1,225,751
45728943,CHEVROLET,Cruze,Sedan,174000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,4300,475
45788367,BMW,328,Coupe,98000 km,Automatic,2/3,Left wheel,White,Red,,1,9500,
45800560,FORD,Escape,Jeep,170000 km,Automatic,4/5,Left wheel,Black,Black,,1,4500,919
45613427,TOYOTA,Prius,Hatchback,202069 km,Automatic,4/5,Left wheel,White,Black,JTDKARFU0G3517571,1,Price negotiable,397
45666999,TOYOTA,Aqua G,Hatchback,104200 km,Tiptronic,4/5,Right-hand drive,Purple,Brown,,0,3550,1266
45524754,TOYOTA,Prius,Sedan,0 km,Automatic,4/5,Left wheel,Black,Black,,1,4500,
45728889,UAZ,31514 31514,Hatchback,2500 km,Manual,4/5,Left wheel,Yellow,Blue,,1,1700,
45654417,HYUNDAI,Sonata,Sedan,159949 km,Automatic,4/5,Left wheel,Black,,KMHEC4A42CA059874,1,Price negotiable,753
45788356,AUDI,Q7,Jeep,47552 km,Automatic,4/5,Left wheel,White,Black,WA1WMCFE8FD008474,1,Price negotiable,87
45613288,TOYOTA,Prius,Hatchback,248728 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU7A0107461,1,Price negotiable,761
45729059,TOYOTA,Prius,Hatchback,220800 km,Variator,4/5,Left wheel,White,Black,,0,5300,586
45479836,MERCEDES-BENZ,Vito,Minivan,0 km,Manual,>5,Left wheel,White,Black,,0,4500,
45728806,VOLKSWAGEN,Jetta,Sedan,64000 km,Tiptronic,4/5,Left wheel,White,Black,,0,3600,738
45654400,HYUNDAI,Sonata,Jeep,196563 km,Automatic,4/5,Left wheel,Black,,KMHEC4A45FA124141,1,Price negotiable,441
45788351,AUDI,Q7,Jeep,100974 km,Automatic,4/5,Left wheel,Blue,Brown,WA1LHAF74HD052925,1,Price negotiable,1017
45237349,MERCEDES-BENZ,CLA 250,Sedan,65000 km,Automatic,4/5,Left wheel,Grey,Black,,1,12500,
45613274,TOYOTA,Prius,Sedan,73402 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU5A0222379,1,225,761
45728764,AUDI,A4,Sedan,55649 km,Manual,4/5,Left wheel,Silver,Black,UN,1,900,
45813076,HYUNDAI,Sonata,Sedan,110475 km,Automatic,4/5,Left wheel,Blue,,5NPEB4AC3CH333302,1,Price negotiable,753
45654395,HYUNDAI,Sonata,Sedan,0 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A41BA004749,1,Price negotiable,831
45770726,NISSAN,Juke,Jeep,173454 km,Variator,4/5,Left wheel,Red,Black,JN8AF5MR8BT010256,1,5800,687
45613258,TOYOTA,Prius,Sedan,125950 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU7F0449970,1,Price negotiable,353
40533401,MERCEDES-BENZ,C 200,Sedan,205000 km,Tiptronic,4/5,Left wheel,Blue,White,WDD2050371F146922,1,17000,
45728671,MERCEDES-BENZ,ML 350,Jeep,272000 km,Tiptronic,4/5,Left wheel,Black,Black,AV9032813,1,3900,
45323258,HYUNDAI,Elantra,Sedan,121918 km,Tiptronic,4/5,Left wheel,Grey,Grey,,0,5800,
45654383,HYUNDAI,Sonata,Sedan,185085 km,Automatic,4/5,Left wheel,White,,KMHEC4A45CA041997,1,Price negotiable,753
45742308,NISSAN,Note,Hatchback,178000 km,Automatic,4/5,Right-hand drive,Grey,Beige,,0,10,
45584832,NISSAN,Juke,Jeep,144498 km,Automatic,4/5,Left wheel,Brown,,JN8AF5MV9CT122658,1,Price negotiable,531
45788344,AUDI,Q7,Jeep,61704 km,Automatic,4/5,Left wheel,Black,Black,WA1AHAF77HD043157,1,Price negotiable,1017
45728594,LEXUS,HS 250h,Sedan,97080 km,Variator,4/5,Left wheel,Carnelian red,White,,1,4553,986
45654375,HYUNDAI,Sonata,Sedan,135730 km,Automatic,4/5,Left wheel,Silver,,KMHEC4A42FA119138,1,150,441
45813072,HYUNDAI,Sonata,Sedan,248712 km,Automatic,4/5,Left wheel,Red,,KMHEC4A45CA045306,1,Price negotiable,753
45770722,MERCEDES-BENZ,S 400,Sedan,121000 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,603
45584798,NISSAN,Juke,Jeep,364621 km,Automatic,4/5,Left wheel,White,,JN8AF5MV4FT554904,1,Price negotiable,629
45728531,HYUNDAI,Sonata,Sedan,81098 km,Tiptronic,4/5,Left wheel,White,Grey,,1,3628,751
45788340,AUDI,Q7,Jeep,48957 km,Automatic,4/5,Left wheel,Black,Brown,WA1AAAF79HD020791,1,Price negotiable,87
45654371,HYUNDAI,Sonata,Sedan,226814 km,Automatic,4/5,Left wheel,Black,,KMHEC4A48CA033165,1,90,753
45770718,MERCEDES-BENZ,Vito 111,Minivan,250000 km,Manual,4/5,Left wheel,Grey,Grey,,1,5995,1408
45813066,HYUNDAI,Tucson,Jeep,132280 km,Automatic,4/5,Left wheel,Brown,,KM8JUCAC4DU725405,1,Price negotiable,751
45776483,TOYOTA,Camry,Sedan,18200 km,Variator,4/5,Left wheel,Black,Black,,1,19000,609
45584779,NISSAN,Juke,Jeep,129128 km,Automatic,4/5,Left wheel,White,,JN8AF5MV2DT218035,1,775,530
45728476,MERCEDES-BENZ,S 550 AMG,Sedan,80000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,Price negotiable,
45788335,AUDI,Q7,Jeep,58128 km,Automatic,4/5,Left wheel,Black,,WA1LAAF71HD027095,1,Price negotiable,1481
45654363,HYUNDAI,Sonata,Sedan,298554 km,Automatic,4/5,Left wheel,Black,,KMHEC4A49EA111245,1,Price negotiable,382
45813059,HYUNDAI,Elantra,Sedan,91322 km,Automatic,4/5,Left wheel,Black,,5NPDH4AE2DH453203,1,Price negotiable,585
